goodForGroups,city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Glendale,AZ,4,TRUE,full_bar,loud,casual,1,FALSE,TRUE,no,FALSE,FALSE,
1,Montral-Nord,QC,2.5,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,FALSE,
0,Charlotte,NC,3.5,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,3.5,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,West Mifflin,PA,4,TRUE,none,,casual,1,FALSE,,,,,
0,Tempe,AZ,2.5,TRUE,none,,,1,,,,TRUE,,
1,Glendale,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,2.5,FALSE,full_bar,very_loud,,1,,TRUE,yes,FALSE,,
1,Glendale,AZ,4,TRUE,beer_and_wine,quiet,casual,1,TRUE,,,FALSE,,
0,Edinburgh,EDH,2.5,FALSE,none,,,3,,,,,,
0,Phoenix,AZ,2.5,TRUE,none,,,1,,,,TRUE,,
1,Charlotte,NC,2.5,TRUE,none,,,,,,,,FALSE,
1,Glendale,AZ,2,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,4,TRUE,none,,,1,,,,,,
0,Surprise,AZ,3,TRUE,none,,casual,1,FALSE,,,TRUE,,
0,Pittsburgh,PA,1.5,FALSE,none,very_loud,casual,,,,,FALSE,FALSE,
0,Sun Prairie,WI,3.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
1,Pittsburgh,PA,4.5,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,3,FALSE,full_bar,,,3,,,yes,TRUE,,
1,Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,FALSE
0,Fort Mill,SC,5,TRUE,none,,,1,,,,,,
1,Madison,WI,4,TRUE,full_bar,loud,casual,1,FALSE,TRUE,outdoor,TRUE,,
0,St. Jacobs,ON,4.5,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,4,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,4.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,4,TRUE,none,,,1,,,,,,
1,Charlotte,NC,5,TRUE,full_bar,average,,1,,FALSE,outdoor,FALSE,,
0,Madison,WI,4.5,TRUE,none,,,2,,,,,,
1,Chandler,AZ,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,4,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,4.5,FALSE,full_bar,loud,,1,,,no,FALSE,,
1,Las Vegas,NV,4,TRUE,full_bar,average,casual,1,TRUE,TRUE,yes,FALSE,TRUE,
1,Laval,QC,4.5,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,,,TRUE,
1,Las Vegas,NV,2.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,2.5,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,3.5,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Henderson,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,4,TRUE,full_bar,loud,,1,,TRUE,yes,TRUE,,
0,Phoenix,AZ,4,TRUE,none,,casual,1,FALSE,FALSE,,TRUE,,
0,Fountain Hills,AZ,3.5,TRUE,none,,,2,,TRUE,,,,
1,Phoenix,AZ,4,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,4.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,3.5,TRUE,beer_and_wine,very_loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,3.5,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Tempe,AZ,4,TRUE,none,,,1,,TRUE,,,,
1,Laval,QC,4,TRUE,beer_and_wine,,,,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,2.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
1,Montreal,QC,4,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,FALSE,
0,Edinburgh,EDH,3.5,TRUE,none,,,,,,,,,
0,Phoenix,AZ,3.5,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,4,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,4,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,3.5,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Charlotte,NC,3.5,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Charlotte,NC,3.5,FALSE,none,,casual,2,TRUE,,,FALSE,,
0,Buckeye,AZ,4,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,3.5,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,2.5,FALSE,none,,,2,,TRUE,,,,
1,Avondale,AZ,2,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,,
0,Phoenix,AZ,2.5,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Las Vegas,NV,3,FALSE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,,
1,Scottsdale,AZ,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,3.5,FALSE,none,,,3,,,,,,
1,Las Vegas,NV,4.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,4.5,TRUE,none,,,1,,FALSE,,,,
1,Las Vegas,NV,4.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Henderson,NV,4,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,3,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,TRUE
0,Tempe,AZ,3,TRUE,none,,,3,,TRUE,,,,
1,Champaign,IL,3,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,TRUE
0,Pittsburgh,PA,4,FALSE,none,,casual,2,,,,,,
0,Scottsdale,AZ,3.5,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,2.5,TRUE,none,,casual,,FALSE,FALSE,,,,
1,Montral,QC,4,TRUE,full_bar,very_loud,,2,,TRUE,no,FALSE,,
1,Charlotte,NC,4,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,,
1,Gilbert,AZ,4,TRUE,full_bar,loud,casual,3,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,3,TRUE,none,very_loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Pittsburgh,PA,4,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,,
0,Laval,QC,3.5,TRUE,none,,,,,,,,,
1,Pittsburgh,PA,4,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Charlotte,NC,4.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Tempe,AZ,4,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,4,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,3.5,FALSE,full_bar,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Tempe,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,FALSE,
0,Charlotte,NC,2.5,TRUE,none,,,2,,,,,,
0,Glendale,AZ,4,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,3.5,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,no,FALSE,TRUE,
1,Fitchburg,WI,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
0,Gilbert,AZ,2,TRUE,none,average,,1,,,,,,
1,Edinburgh,EDH,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Scottsdale,AZ,4,TRUE,full_bar,quiet,casual,3,FALSE,TRUE,,TRUE,FALSE,
0,Tega Cay,SC,4,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,4,TRUE,full_bar,loud,casual,1,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Aspinwall,PA,4.5,FALSE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Chandler,AZ,4,FALSE,full_bar,quiet,casual,1,TRUE,,,TRUE,TRUE,
0,Longueuil,QC,4.5,TRUE,none,,,,,,,,,
1,Madison,WI,4,TRUE,full_bar,very_loud,,1,,,outdoor,TRUE,,
1,Las Vegas,NV,4.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Maricopa,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,2,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,FALSE
1,Glendale,AZ,3,FALSE,beer_and_wine,,casual,1,FALSE,TRUE,,FALSE,,
1,Tempe,AZ,3.5,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,2.5,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,4,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,3,FALSE,none,,casual,1,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,,,TRUE,,
1,Pittsburgh,PA,2.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,TRUE,
1,Phoenix,AZ,4,TRUE,beer_and_wine,loud,casual,2,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,4,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,4.5,TRUE,none,,casual,1,FALSE,,,,,
1,Pittsburgh,PA,4,TRUE,full_bar,loud,,1,,FALSE,yes,FALSE,,
1,Las Vegas,NV,3.5,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,2.5,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,
0,Charlotte,NC,4,FALSE,none,,,1,,TRUE,,,,
1,Montral,QC,2,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Queen Creek,AZ,2.5,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,3,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Montral,QC,4,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,4,FALSE,none,,,2,,,,TRUE,,
1,Scottsdale,AZ,3.5,TRUE,full_bar,average,,1,,TRUE,outdoor,TRUE,,
1,Las Vegas,NV,3.5,FALSE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,3.5,TRUE,none,,,2,,,,FALSE,,
1,Madison,WI,3.5,TRUE,full_bar,,,1,,FALSE,outdoor,FALSE,,
0,Montreal,QC,4,TRUE,none,,,2,,TRUE,,,,
1,Ettlingen,BW,4,TRUE,full_bar,,casual,2,,TRUE,outdoor,TRUE,,
1,Surprise,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,3.5,TRUE,none,,,1,,,,,,
1,Charlotte,NC,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,3,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Carefree,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,TRUE
0,Montral,QC,4.5,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,,
0,Las Vegas,NV,2,FALSE,none,,,1,FALSE,,,,FALSE,
1,Phoenix,AZ,3.5,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Glendale,AZ,4,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,North Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,TRUE,
1,Monona,WI,2.5,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,,FALSE,,
0,Madison,WI,2.5,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,4.5,TRUE,none,average,casual,2,TRUE,,,FALSE,TRUE,
0,Las Vegas,NV,3,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,5,TRUE,none,quiet,casual,2,TRUE,,,FALSE,,
1,Madison,WI,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,TRUE
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,4,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,4,TRUE,none,,,2,,,,,,
1,Peoria,AZ,3.5,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,3.5,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,2.5,TRUE,none,,,1,,,,TRUE,,
1,Litchfield Park,AZ,2,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Madison,WI,3.5,FALSE,full_bar,,casual,1,TRUE,FALSE,,FALSE,,
1,Pittsburgh,PA,2.5,TRUE,none,,casual,1,TRUE,,,FALSE,,
0,Phoenix,AZ,2,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,,
1,Scottsdale,AZ,2.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Phoenix,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,TRUE
1,Charlotte,NC,3,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,FALSE,,
1,Charlotte,NC,4.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,,
1,Henderson,NV,2,TRUE,none,quiet,casual,1,FALSE,,,FALSE,,
0,Edinburgh,EDH,4,TRUE,full_bar,average,casual,2,,FALSE,outdoor,TRUE,,
1,Scottsdale,AZ,3.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,
0,Pittsburgh,PA,3,TRUE,none,,,1,,TRUE,,TRUE,,
0,Scottsdale,AZ,3,TRUE,none,,,1,,,,,,
1,Edinburgh,EDH,4.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Montral,QC,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,,
1,Scottsdale,AZ,4,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Chandler,AZ,4,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
1,Mesa,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,3.5,FALSE,full_bar,quiet,casual,3,FALSE,TRUE,,TRUE,,
1,Goodyear,AZ,3.5,FALSE,none,quiet,casual,1,FALSE,,,TRUE,,
1,Glendale,AZ,2.5,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,3.5,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Edinburgh,EDH,4,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Peoria,AZ,2.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,2.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,North Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,3.5,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Tempe,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Las Vegas,NV,4,TRUE,none,,,1,,,,,,
1,Charlotte,NC,3.5,FALSE,full_bar,very_loud,casual,3,FALSE,TRUE,no,TRUE,,
0,Matthews,NC,2,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
0,North Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Madison,WI,4.5,TRUE,full_bar,average,,1,,,outdoor,FALSE,,
1,Montreal,QC,4,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Bellevue,PA,4.5,FALSE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Montreal,QC,3.5,TRUE,none,,,2,,FALSE,,,,
1,Las Vegas,NV,4,TRUE,full_bar,very_loud,casual,2,FALSE,,yes,TRUE,,FALSE
1,Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,4,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,3.5,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Middleton,WI,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Karlsruhe,BW,3.5,TRUE,beer_and_wine,,casual,1,FALSE,TRUE,outdoor,TRUE,,
0,Las Vegas,NV,3,FALSE,none,,,2,,,,,,
1,Chandler,AZ,4,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,4,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,4,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Sun City West,AZ,4,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,2.5,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Phoenix,AZ,2.5,FALSE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,2.5,TRUE,none,,casual,1,FALSE,,,,,
1,Anthem,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,,2,,TRUE,yes,FALSE,,
1,Montral,QC,3,FALSE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,4,TRUE,none,,,1,,,,TRUE,,
1,Montral,QC,4.5,TRUE,full_bar,average,casual,3,FALSE,,no,FALSE,,
0,Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Tempe,AZ,4,TRUE,none,loud,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Goodyear,AZ,3.5,TRUE,none,quiet,casual,2,FALSE,,,FALSE,,
0,Las Vegas,NV,2.5,TRUE,none,quiet,casual,1,FALSE,,,FALSE,FALSE,
1,Las Vegas,NV,4,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Charlotte,NC,3,TRUE,none,average,casual,2,FALSE,,,FALSE,FALSE,
1,Edinburgh,EDH,4.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Montral,QC,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,4,FALSE,none,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Phoenix,AZ,3.5,TRUE,none,,,1,,,,,,
1,Montral,QC,3.5,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,,
1,Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,2.5,TRUE,none,very_loud,casual,2,,FALSE,,FALSE,FALSE,
1,Gilbert,AZ,4.5,FALSE,none,,,2,FALSE,FALSE,,,,
1,Charlotte,NC,4,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Pittsburgh,PA,4,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Tempe,AZ,3.5,FALSE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Madison,WI,3,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,no,FALSE,FALSE,
1,Montral,QC,3.5,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,,TRUE,,
0,Montral,QC,4,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,,
0,Madison,WI,4.5,TRUE,none,,,2,,,,,,
0,Edinburgh,EDH,4.5,TRUE,none,,,2,,,,,,
1,North Las Vegas,NV,1.5,TRUE,none,,casual,1,FALSE,,,,,
1,Maricopa,AZ,5,FALSE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Madison,WI,4,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Tempe,AZ,2.5,FALSE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,,
0,Montreal,QC,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,4,TRUE,none,,casual,1,,,,,,
1,Henderson,NV,3.5,TRUE,none,average,casual,1,TRUE,,,FALSE,TRUE,
1,Montral,QC,3,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,,
1,Brossard,QC,3,TRUE,none,loud,casual,,,FALSE,,,FALSE,
1,Tempe,AZ,2,TRUE,full_bar,very_loud,,2,,TRUE,,TRUE,,
0,Madison,WI,4,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Las Vegas,NV,4,TRUE,beer_and_wine,average,casual,2,FALSE,,,FALSE,FALSE,
0,Charlotte,NC,3.5,TRUE,none,,,2,,,,FALSE,,
1,Montral,QC,3.5,TRUE,full_bar,loud,casual,2,FALSE,FALSE,no,FALSE,,
0,Scottsdale,AZ,4.5,FALSE,none,,,2,,,,,,
0,Montral,QC,4.5,TRUE,none,,,2,FALSE,,,FALSE,,
1,Scottsdale,AZ,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
1,Lachine,QC,3,TRUE,none,,casual,,,,,,FALSE,
1,Charlotte,NC,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Tempe,AZ,3.5,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,3,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,,
0,Sun City,AZ,3,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,,
0,Charlotte,NC,2.5,TRUE,none,,,2,,,,,,
1,Montreal,QC,2.5,TRUE,none,very_loud,casual,2,,FALSE,,TRUE,,
0,Mint Hill,NC,4,TRUE,none,,,1,,,,,,
1,Madison,WI,3.5,TRUE,none,loud,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,2.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Edinburgh,EDH,3.5,TRUE,full_bar,loud,,3,,,no,FALSE,,
0,Fort Mill,SC,2.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,2,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Montreal,QC,4,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Peoria,AZ,5,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,4,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Mesa,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,5,TRUE,none,,,2,,,,,,
1,Apache Junction,AZ,4,TRUE,beer_and_wine,very_loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,4,TRUE,full_bar,,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Pittsburgh,PA,4,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,4,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Charlotte,NC,4,TRUE,none,,,2,,,,,,
1,Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,FALSE,
